resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R4089,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Java, Data Analysis, Cloud Computing, Flask, Docker, SQL

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure","Java, Data Analysis, Cloud Computing, Flask, Docker, SQL",3,PhD,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,Microsoft Azure,Data Analyst,"C++, Kubernetes, Data Analysis, Deep Learning, Cloud Computing, PyTorch, NLP",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: C++, Kubernetes, Data Analysis, Deep Learning, Cloud Computing, PyTorch, NLP.",0.29,1,1,0.577784761,1,1
R4090,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Flask, Django, C++, TensorFlow, React

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
Microsoft Azure","Flask, Django, C++, TensorFlow, React",0,PhD,Developed a web application using Flask and React,Microsoft Azure,ML Engineer,"Excel, PyTorch, Kubernetes, Deep Learning",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Excel, PyTorch, Kubernetes, Deep Learning.",0,0,1,0.270245378,0,1
R4091,"Professional Summary:
Candidate with 7 years of experience.

Skills:
SQL, Flask, React, Excel, C++

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
None","SQL, Flask, React, Excel, C++",7,Masters,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,None,Backend Developer,"Machine Learning, Node.js, Deep Learning, SQL",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Machine Learning, Node.js, Deep Learning, SQL.",0.25,1,1,0.602395594,1,1
R4092,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Machine Learning, C++, Node.js, Docker, Python, Data Analysis, Java

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Microsoft Azure","Machine Learning, C++, Node.js, Docker, Python, Data Analysis, Java",8,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,Microsoft Azure,Frontend Developer,"Node.js, TensorFlow, NLP",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Node.js, TensorFlow, NLP.",0.33,1,1,0.726891844,1,1
R4093,"Professional Summary:
Candidate with 8 years of experience.

Skills:
PyTorch, Deep Learning, TensorFlow, NLP, C++, Power BI

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified, Deep Learning Specialization","PyTorch, Deep Learning, TensorFlow, NLP, C++, Power BI",8,Bachelors,Designed scalable backend systems using Node.js,"AWS Certified, Deep Learning Specialization",Backend Developer,"PyTorch, TensorFlow, Java, Docker",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: PyTorch, TensorFlow, Java, Docker.",0.5,1,0,0.778657865,1,1
R4094,"Professional Summary:
Candidate with 7 years of experience.

Skills:
NLP, React, TensorFlow, Django

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
None","NLP, React, TensorFlow, Django",7,Bachelors,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,None,Frontend Developer,"Kubernetes, Deep Learning, C++, React, Data Analysis, Django, Cloud Computing, NLP",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Kubernetes, Deep Learning, C++, React, Data Analysis, Django, Cloud Computing, NLP.",0.38,1,0,0.499591451,1,1
R4095,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Python, Cloud Computing, Data Analysis, Excel, Kubernetes, C++, TensorFlow

Experience:
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified","Python, Cloud Computing, Data Analysis, Excel, Kubernetes, C++, TensorFlow",7,Masters,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,AWS Certified,Frontend Developer,"Docker, TensorFlow, Excel, Cloud Computing, NLP, Django, Deep Learning, Flask",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Docker, TensorFlow, Excel, Cloud Computing, NLP, Django, Deep Learning, Flask.",0.38,1,1,0.68960108,1,1
R4096,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Data Analysis, NLP, SQL, Django

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization, Microsoft Azure","Data Analysis, NLP, SQL, Django",9,Bachelors,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Deep Learning Specialization, Microsoft Azure",Frontend Developer,"SQL, Flask, PyTorch, React, Python, Node.js",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: SQL, Flask, PyTorch, React, Python, Node.js.",0.17,1,0,0.420771391,1,1
R4097,"Professional Summary:
Candidate with 9 years of experience.

Skills:
NLP, React, Deep Learning, Java, Flask, SQL

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","NLP, React, Deep Learning, Java, Flask, SQL",9,Masters,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,NLP Certification,Data Scientist,"Deep Learning, Excel, C++, Data Analysis, Django",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Deep Learning, Excel, C++, Data Analysis, Django.",0.2,1,1,0.504479616,1,1
R4098,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Machine Learning, Django, Docker, React, SQL

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics, Deep Learning Specialization","Machine Learning, Django, Docker, React, SQL",3,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"Google Data Analytics, Deep Learning Specialization",ML Engineer,"SQL, Django, Data Analysis, React, PyTorch",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: SQL, Django, Data Analysis, React, PyTorch.",0.6,1,0,0.717577477,1,1
R4099,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Deep Learning, Power BI, Node.js, PyTorch, Machine Learning

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure","Deep Learning, Power BI, Node.js, PyTorch, Machine Learning",8,PhD,Created interactive dashboards using Power BI,Microsoft Azure,Frontend Developer,"React, Flask, Node.js, Deep Learning",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: React, Flask, Node.js, Deep Learning.",0.5,1,1,0.558355672,1,1
R4100,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Excel, Deep Learning, Cloud Computing, PyTorch, Machine Learning, Power BI

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, Microsoft Azure","Excel, Deep Learning, Cloud Computing, PyTorch, Machine Learning, Power BI",3,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,"AWS Certified, Microsoft Azure",Frontend Developer,"PyTorch, Excel, React, Flask, Cloud Computing, Data Analysis, Django, SQL",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: PyTorch, Excel, React, Flask, Cloud Computing, Data Analysis, Django, SQL.",0.38,0,1,0.489412598,1,1
R4101,"Professional Summary:
Candidate with 8 years of experience.

Skills:
TensorFlow, Django, Deep Learning, Excel

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, Google Data Analytics","TensorFlow, Django, Deep Learning, Excel",8,PhD,Developed a web application using Flask and React; Created interactive dashboards using Power BI,"NLP Certification, Google Data Analytics",Data Analyst,"Power BI, PyTorch, React, Docker, Cloud Computing, Django, Kubernetes",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Power BI, PyTorch, React, Docker, Cloud Computing, Django, Kubernetes.",0.14,1,1,0.635062364,1,1
R4102,"Professional Summary:
Candidate with 9 years of experience.

Skills:
SQL, Excel, Data Analysis, NLP, Flask, Node.js

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","SQL, Excel, Data Analysis, NLP, Flask, Node.js",9,PhD,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,NLP Certification,Backend Developer,"SQL, Excel, Machine Learning, NLP, Flask, PyTorch, C++, React",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: SQL, Excel, Machine Learning, NLP, Flask, PyTorch, C++, React.",0.5,1,1,0.814443561,1,1
R4103,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Django, Python, Power BI, Excel, Cloud Computing

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI

Certifications:
None","Django, Python, Power BI, Excel, Cloud Computing",8,PhD,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI,None,Backend Developer,"Node.js, NLP, SQL, Django, Deep Learning, Kubernetes, React",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Node.js, NLP, SQL, Django, Deep Learning, Kubernetes, React.",0.14,1,1,0.509537013,1,1
R4104,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Docker, Node.js, Kubernetes, React, Machine Learning

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Docker, Node.js, Kubernetes, React, Machine Learning",9,Bachelors,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Data Analyst,"Python, Java, SQL, PyTorch",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Python, Java, SQL, PyTorch.",0,1,0,0.388779609,0,1
R4105,"Professional Summary:
Candidate with 0 years of experience.

Skills:
NLP, Django, Machine Learning, Deep Learning, SQL, Docker, C++

Experience:
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization, Microsoft Azure","NLP, Django, Machine Learning, Deep Learning, SQL, Docker, C++",0,PhD,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,"Deep Learning Specialization, Microsoft Azure",ML Engineer,"Excel, Kubernetes, SQL",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Excel, Kubernetes, SQL.",0.33,0,1,0.482480676,1,1
R4106,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Deep Learning, Excel, React, Machine Learning

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics","Deep Learning, Excel, React, Machine Learning",4,Bachelors,Implemented deep learning models using TensorFlow,Google Data Analytics,Data Scientist,"React, Flask, SQL, C++, Data Analysis, Kubernetes",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: React, Flask, SQL, C++, Data Analysis, Kubernetes.",0.17,0,0,0.306257484,0,1
R4107,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Machine Learning, Django, TensorFlow

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Machine Learning, Django, TensorFlow",6,PhD,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Backend Developer,"TensorFlow, Data Analysis, Django, PyTorch, C++, NLP, SQL",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: TensorFlow, Data Analysis, Django, PyTorch, C++, NLP, SQL.",0.29,1,1,0.529410746,1,1
R4108,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Flask, React, C++, Machine Learning

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Flask, React, C++, Machine Learning",3,Bachelors,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,Deep Learning Specialization,ML Engineer,"Node.js, Power BI, Django, TensorFlow",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Node.js, Power BI, Django, TensorFlow.",0,0,0,0.317115296,0,1
R4109,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Python, React, Machine Learning

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, Deep Learning Specialization","Python, React, Machine Learning",10,Bachelors,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn,"AWS Certified, Deep Learning Specialization",Software Engineer,"Docker, Excel, Flask, TensorFlow, Deep Learning",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Docker, Excel, Flask, TensorFlow, Deep Learning.",0,1,0,0.52306436,1,1
R4110,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Python, React, NLP

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","Python, React, NLP",3,Masters,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,Frontend Developer,"Docker, Django, Python, NLP, Power BI",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Docker, Django, Python, NLP, Power BI.",0.4,0,1,0.42917587,1,1
R4111,"Professional Summary:
Candidate with 2 years of experience.

Skills:
NLP, Deep Learning, Machine Learning, C++, Power BI, Data Analysis, SQL

Experience:
- Worked on real-world data science projects
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics","NLP, Deep Learning, Machine Learning, C++, Power BI, Data Analysis, SQL",2,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React; Created interactive dashboards using Power BI,Google Data Analytics,Frontend Developer,"Node.js, C++, Flask",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Node.js, C++, Flask.",0.33,1,1,0.733416894,1,1
R4112,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Docker, NLP, Flask, Cloud Computing, C++, Django

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics, AWS Certified","Docker, NLP, Flask, Cloud Computing, C++, Django",3,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,"Google Data Analytics, AWS Certified",Data Analyst,"Django, Machine Learning, Node.js, Cloud Computing",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Django, Machine Learning, Node.js, Cloud Computing.",0.5,1,1,0.720818226,1,1
R4113,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Node.js, SQL, C++, Flask, Machine Learning, NLP, Kubernetes, Excel

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, AWS Certified","Node.js, SQL, C++, Flask, Machine Learning, NLP, Kubernetes, Excel",0,PhD,Created interactive dashboards using Power BI,"Deep Learning Specialization, AWS Certified",Frontend Developer,"NLP, TensorFlow, PyTorch, SQL, Java, Excel, Data Analysis",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: NLP, TensorFlow, PyTorch, SQL, Java, Excel, Data Analysis.",0.43,0,1,0.298391627,0,1
R4114,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Data Analysis, TensorFlow, Python, Machine Learning, Java

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
None","Data Analysis, TensorFlow, Python, Machine Learning, Java",8,Bachelors,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,None,Data Analyst,"Kubernetes, PyTorch, Cloud Computing, Node.js, TensorFlow, Power BI, NLP, Java",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Kubernetes, PyTorch, Cloud Computing, Node.js, TensorFlow, Power BI, NLP, Java.",0.25,1,0,0.580273602,1,1
R4115,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Deep Learning, Data Analysis, Node.js, SQL, PyTorch

Experience:
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization","Deep Learning, Data Analysis, Node.js, SQL, PyTorch",9,Bachelors,Implemented deep learning models using TensorFlow,Deep Learning Specialization,Software Engineer,"TensorFlow, Machine Learning, Flask, Python, Kubernetes",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: TensorFlow, Machine Learning, Flask, Python, Kubernetes.",0,1,0,0.352287571,0,1
R4116,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Data Analysis, React, TensorFlow, Excel

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
None","Data Analysis, React, TensorFlow, Excel",5,Bachelors,Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,None,Frontend Developer,"PyTorch, TensorFlow, Kubernetes, Django, React, C++, Cloud Computing, Deep Learning",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: PyTorch, TensorFlow, Kubernetes, Django, React, C++, Cloud Computing, Deep Learning.",0.25,1,0,0.62518042,1,1
R4117,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Python, Docker, Node.js, TensorFlow

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Python, Docker, Node.js, TensorFlow",9,Bachelors,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Frontend Developer,"Power BI, React, PyTorch, Deep Learning, Flask, C++, Node.js",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Power BI, React, PyTorch, Deep Learning, Flask, C++, Node.js.",0.14,1,0,0.429120018,1,1
R4118,"Professional Summary:
Candidate with 8 years of experience.

Skills:
SQL, C++, Java, NLP, Cloud Computing, PyTorch, Data Analysis

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, Microsoft Azure","SQL, C++, Java, NLP, Cloud Computing, PyTorch, Data Analysis",8,Bachelors,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Developed a web application using Flask and React,"Google Data Analytics, Microsoft Azure",Frontend Developer,"Flask, Cloud Computing, C++, Java, Kubernetes, Django",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Flask, Cloud Computing, C++, Java, Kubernetes, Django.",0.5,1,0,0.642984438,1,1
R4119,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Machine Learning, Power BI, Django, Python, NLP, TensorFlow, Cloud Computing

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React

Certifications:
Google Data Analytics","Machine Learning, Power BI, Django, Python, NLP, TensorFlow, Cloud Computing",1,Bachelors,Developed a web application using Flask and React,Google Data Analytics,Data Analyst,"NLP, Cloud Computing, Django, Data Analysis, SQL, Docker",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: NLP, Cloud Computing, Django, Data Analysis, SQL, Docker.",0.5,1,0,0.66441565,1,1
R4120,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Kubernetes, Node.js, C++, TensorFlow, NLP, PyTorch, Data Analysis, Django

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Kubernetes, Node.js, C++, TensorFlow, NLP, PyTorch, Data Analysis, Django",5,Bachelors,Built a machine learning model for predicting customer churn,None,Data Scientist,"React, Data Analysis, Django, Machine Learning, Node.js",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: React, Data Analysis, Django, Machine Learning, Node.js.",0.6,0,0,0.228006026,0,1
R4121,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Excel, Java, NLP, TensorFlow, Django, Power BI, React

Experience:
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, NLP Certification","Excel, Java, NLP, TensorFlow, Django, Power BI, React",2,Masters,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,"AWS Certified, NLP Certification",ML Engineer,"Kubernetes, Java, Node.js, Deep Learning, Flask, Docker, Cloud Computing, Excel",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Kubernetes, Java, Node.js, Deep Learning, Flask, Docker, Cloud Computing, Excel.",0.25,1,1,0.707641092,1,1
R4122,"Professional Summary:
Candidate with 6 years of experience.

Skills:
NLP, Django, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
None","NLP, Django, Deep Learning",6,Masters,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI; Developed a web application using Flask and React,None,Data Analyst,"Power BI, Data Analysis, Java, NLP, SQL, C++",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Power BI, Data Analysis, Java, NLP, SQL, C++.",0.17,1,1,0.676016502,1,1
R4123,"Professional Summary:
Candidate with 1 years of experience.

Skills:
TensorFlow, C++, Cloud Computing

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified","TensorFlow, C++, Cloud Computing",1,PhD,Built a machine learning model for predicting customer churn,AWS Certified,Software Engineer,"Flask, C++, Excel",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Flask, C++, Excel.",0.33,0,1,0.453412567,1,1
R4124,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Deep Learning, Django, Node.js

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Deep Learning, Django, Node.js",1,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Software Engineer,"React, NLP, Flask",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: React, NLP, Flask.",0,0,1,0.337657358,0,1
R4125,"Professional Summary:
Candidate with 7 years of experience.

Skills:
SQL, Docker, Cloud Computing, Flask

Experience:
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","SQL, Docker, Cloud Computing, Flask",7,PhD,Designed scalable backend systems using Node.js,None,Software Engineer,"Node.js, C++, TensorFlow, Machine Learning, Power BI",1,"We are hiring a Software Engineer.
Required experience: 1 years.
Skills required: Node.js, C++, TensorFlow, Machine Learning, Power BI.",0,1,1,0.50290832,1,1
R4126,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Docker, C++, TensorFlow, Data Analysis, Flask, Node.js, React, Java

Experience:
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification, Google Data Analytics","Docker, C++, TensorFlow, Data Analysis, Flask, Node.js, React, Java",8,PhD,Implemented deep learning models using TensorFlow,"NLP Certification, Google Data Analytics",Software Engineer,"Excel, Data Analysis, React, Deep Learning",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Excel, Data Analysis, React, Deep Learning.",0.5,1,1,0.803889955,1,1
R4127,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Docker, Machine Learning, TensorFlow, Data Analysis, SQL, Python, NLP

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","Docker, Machine Learning, TensorFlow, Data Analysis, SQL, Python, NLP",8,Masters,Implemented deep learning models using TensorFlow,NLP Certification,ML Engineer,"NLP, Django, Kubernetes, C++, SQL, Machine Learning, Cloud Computing",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: NLP, Django, Kubernetes, C++, SQL, Machine Learning, Cloud Computing.",0.43,1,1,0.805205965,1,1
R4128,"Professional Summary:
Candidate with 7 years of experience.

Skills:
PyTorch, Data Analysis, Python, Machine Learning, Deep Learning, Docker

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, NLP Certification","PyTorch, Data Analysis, Python, Machine Learning, Deep Learning, Docker",7,Bachelors,Built a machine learning model for predicting customer churn,"AWS Certified, NLP Certification",Data Analyst,"React, TensorFlow, NLP, Machine Learning",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: React, TensorFlow, NLP, Machine Learning.",0.25,1,0,0.488747229,1,1
R4129,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Kubernetes, Django, Power BI, Data Analysis, Excel

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","Kubernetes, Django, Power BI, Data Analysis, Excel",0,Masters,Created interactive dashboards using Power BI; Developed a web application using Flask and React,Deep Learning Specialization,Frontend Developer,"Data Analysis, C++, PyTorch, Cloud Computing, Machine Learning",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Data Analysis, C++, PyTorch, Cloud Computing, Machine Learning.",0.2,0,1,0.180333628,0,1
